id,type
630,movie
631,movie
632,movie
633,company
634,drug
635,movie
636,place
637,movie
638,place
639,drug
640,movie
641,person
642,company
643,drug
644,drug
645,drug
646,company
647,movie
648,movie
649,company
650,place
651,place
652,drug
653,company
654,movie
655,drug
656,place
657,person
658,person
659,company
660,drug
661,person
662,person
663,movie
664,movie
665,drug
666,movie
667,company
668,drug
669,movie
670,drug
671,movie
672,movie
673,movie
674,movie
675,movie
676,person
677,movie
678,place
679,drug
680,drug
681,drug
682,person
683,place
684,movie
685,person
686,company
687,drug
688,person
689,person
690,movie
691,movie
692,company
693,person
694,movie
695,place
696,company
697,movie
698,movie
699,movie
700,movie
701,person
702,person
703,company
704,person
705,drug
706,place
707,company
708,company
709,movie
710,drug
711,movie
712,movie
713,movie
714,drug
715,movie
716,company
717,person
718,movie
719,movie
720,drug
721,person
722,place
723,place
724,drug
725,company
726,person
727,movie
728,drug
729,place
730,movie
731,drug
732,person
733,movie
734,drug
735,company
736,company
737,company
738,movie
739,movie
740,drug
741,drug
742,place
743,drug
744,drug
745,movie
746,company
747,drug
748,place
749,movie
750,place
751,drug
752,person
753,drug
754,drug
755,place
756,drug
757,movie
758,person
759,company
760,company
761,movie
762,movie
763,company
764,movie
765,company
766,person
767,drug
768,drug
769,movie
770,person
771,place
772,drug
773,drug
774,place
775,drug
776,movie
777,person
778,movie
779,movie
780,drug
781,movie
782,movie
783,place
784,person
785,drug
786,person
787,movie
788,place
789,place
790,company
791,person
792,drug
793,company
794,movie
795,person
796,company
797,company
798,person
799,movie
800,movie
801,movie
802,drug
803,drug
804,person
805,movie
806,person
807,person
808,movie
809,movie
810,movie
811,movie
812,movie
813,person
814,drug
815,movie
816,person
817,place
818,person
819,drug
820,movie
821,place
822,person
823,place
824,place
825,drug
826,drug
827,movie
828,person
829,movie
830,movie
831,movie
832,place
833,person
834,drug
835,movie
836,movie
837,place
838,movie
839,person
840,movie
841,place
842,place
843,place
844,drug
845,place
846,drug
847,drug
848,drug
849,company
850,drug
851,movie
852,drug
853,movie
854,movie
855,place
856,person
857,drug
858,drug
859,movie
860,place
861,place
862,movie
863,drug
864,person
865,place
866,movie
867,drug
868,drug
869,drug
870,person
871,movie
872,drug
873,drug
874,movie
875,drug
876,movie
877,movie
878,movie
879,movie
880,person
881,person
882,company
883,person
884,movie
885,movie
886,place
887,place
888,person
889,drug
890,drug
891,movie
892,drug
893,movie
894,drug
895,movie
896,drug
897,place
898,movie
899,place
900,movie
901,company
902,drug
903,drug
904,drug
905,person
906,company
907,company
908,drug
909,drug
910,drug
911,company
912,drug
913,person
914,drug
915,movie
916,movie
917,movie
918,movie
919,movie
920,movie
921,drug
922,drug
923,drug
924,movie
925,drug
926,person
927,movie
928,drug
929,place
930,place
931,drug
932,person
933,drug
934,drug
935,place
936,movie
937,movie
938,place
939,movie
940,drug
941,movie
942,company
943,company
944,place
945,company
946,drug
947,place
948,company
949,company
950,company
951,company
952,movie
953,person
954,drug
955,movie
956,company
957,movie
958,movie
959,drug
960,movie
961,person
962,drug
963,movie
964,place
965,movie
966,place
967,person
968,place
969,place
970,drug
971,place
972,place
973,drug
974,place
975,person
976,drug
977,company
978,person
979,drug
980,person
981,place
982,drug
983,person
984,drug
985,place
986,drug
987,drug
988,movie
989,drug
990,place
991,movie
992,company
993,company
994,place
995,company
996,place
997,drug
998,drug
999,drug
1000,drug
1001,movie
1002,drug
1003,movie
1004,place
1005,movie
1006,person
1007,movie
1008,movie
1009,place
1010,movie
1011,drug
1012,drug
1013,place
1014,place
1015,movie
1016,drug
1017,person
1018,place
1019,drug
1020,movie
1021,place
1022,movie
1023,place
1024,drug
1025,company
1026,place
1027,person
1028,place
1029,movie
1030,company
1031,movie
1032,person
1033,person
1034,movie
1035,company
1036,company
1037,company
1038,place
1039,movie
1040,person
1041,movie
1042,movie
1043,movie
1044,drug
1045,company
1046,drug
1047,movie
1048,drug
1049,person
1050,place
1051,drug
1052,drug
1053,place
1054,drug
1055,person
1056,drug
1057,drug
1058,drug
1059,movie
1060,person
1061,place
1062,movie
1063,company
1064,place
1065,company
1066,place
1067,person
1068,company
1069,drug
1070,movie
1071,place
1072,movie
1073,drug
1074,place
1075,movie
1076,movie
1077,drug
1078,movie
1079,drug
1080,movie
1081,drug
1082,drug
1083,movie
1084,movie
1085,movie
1086,movie
1087,movie
1088,place
1089,drug
1090,movie
1091,place
1092,company
1093,movie
1094,drug
1095,drug
1096,drug
1097,movie
1098,company
1099,person
1100,movie
1101,movie
1102,drug
1103,place
1104,drug
1105,person
1106,movie
1107,company
1108,movie
1109,person
1110,movie
1111,movie
1112,movie
1113,company
1114,person
1115,drug
1116,place
1117,movie
1118,movie
1119,movie
1120,person
1121,drug
1122,place
1123,movie
1124,movie
1125,person
1126,movie
1127,movie
1128,place
1129,place
1130,drug
1131,drug
1132,movie
1133,place
1134,place
1135,drug
1136,company
1137,movie
1138,movie
1139,person
1140,drug
1141,movie
1142,movie
1143,place
1144,company
1145,drug
1146,company
1147,place
1148,drug
1149,place
1150,place
1151,drug
1152,drug
1153,company
1154,company
1155,person
1156,drug
1157,drug
1158,drug
1159,person
1160,drug
1161,movie
1162,movie
1163,person
1164,place
1165,movie
1166,drug
1167,person
1168,person
1169,drug
1170,company
1171,place
1172,drug
1173,person
1174,movie
1175,place
1176,movie
1177,movie
1178,company
1179,person
1180,person
1181,drug
1182,drug
1183,drug
1184,company
1185,movie
1186,person
1187,place
1188,company
1189,movie
1190,movie
1191,movie
1192,company
1193,place
1194,person
1195,movie
1196,person
1197,person
1198,company
1199,person
1200,company
1201,company
1202,drug
1203,movie
1204,drug
1205,company
1206,movie
1207,person
1208,person
1209,person
1210,drug
1211,place
1212,movie
1213,company
1214,company
1215,place
1216,movie
1217,drug
1218,movie
1219,person
1220,person
1221,movie
1222,drug
1223,place
1224,movie
1225,company
1226,company
1227,person
1228,drug
1229,person
1230,movie
1231,person
1232,movie
1233,drug
1234,movie
1235,drug
1236,person
1237,drug
1238,person
1239,movie
1240,drug
1241,person
1242,drug
1243,drug
1244,movie
1245,movie
1246,place
1247,place
1248,movie
1249,drug
1250,drug
1251,place
1252,drug
1253,person
1254,drug
1255,company
1256,place
1257,place
1258,place
1259,person
1260,company
1261,movie
1262,drug
1263,place
1264,company
1265,movie
1266,drug
1267,person
1268,place
1269,company
1270,company
1271,movie
1272,place
1273,person
1274,movie
1275,drug
1276,person
1277,movie
1278,drug
1279,movie
1280,drug
1281,person
1282,movie
1283,drug
1284,drug
1285,movie
1286,company
1287,place
1288,person
1289,drug
1290,drug
1291,person
1292,drug
1293,drug
1294,company
1295,movie
1296,movie
1297,drug
1298,movie
1299,company
1300,drug
1301,drug
1302,drug
1303,company
1304,drug
1305,movie
1306,movie
1307,movie
1308,person
1309,person
1310,place
1311,person
1312,place
1313,company
1314,person
1315,drug
1316,movie
1317,person
1318,person
1319,company
1320,person
1321,company
1322,movie
1323,person
1324,movie
1325,person
1326,movie
1327,drug
1328,place
1329,place
1330,movie
1331,place
1332,drug
1333,company
1334,movie
1335,person
1336,drug
1337,person
1338,movie
1339,movie
1340,movie
1341,drug
1342,drug
1343,place
1344,drug
1345,place
1346,drug
1347,company
1348,company
1349,movie
1350,person
1351,drug
1352,place
1353,person
1354,place
1355,movie
1356,movie
1357,drug
1358,movie
1359,person
1360,drug
1361,person
1362,movie
1363,movie
1364,drug
1365,movie
1366,person
1367,company
1368,drug
1369,place
1370,place
1371,movie
1372,company
1373,place
1374,drug
1375,drug
1376,place
1377,place
1378,movie
1379,company
1380,company
1381,person
1382,drug
1383,drug
1384,person
1385,movie
1386,place
1387,company
1388,movie
1389,movie
1390,company
1391,movie
1392,drug
1393,movie
1394,movie
1395,person
1396,movie
1397,person
1398,person
1399,movie
1400,movie
1401,place
1402,drug
1403,movie
1404,drug
1405,movie
1406,company
1407,drug
1408,movie
1409,movie
1410,person
1411,drug
1412,movie
1413,movie
1414,drug
1415,movie
1416,movie
1417,place
1418,drug
1419,person
1420,movie
1421,company
1422,movie
1423,drug
1424,drug
1425,company
1426,drug
1427,movie
1428,movie
1429,person
1430,place
1431,person
1432,drug
1433,drug
1434,company
1435,drug
1436,movie
1437,place
1438,place
1439,person
1440,drug
1441,drug
1442,drug
1443,drug
1444,drug
1445,movie
1446,movie
1447,movie
1448,movie
1449,drug
1450,drug
1451,place
1452,movie
1453,movie
1454,person
1455,movie
1456,company
1457,person
1458,person
1459,company
1460,person
1461,company
1462,person
1463,person
1464,company
1465,drug
1466,drug
1467,movie
1468,drug
1469,movie
1470,movie
1471,place
1472,drug
1473,drug
1474,company
1475,movie
1476,place
1477,person
1478,movie
1479,place
1480,person
1481,drug
1482,movie
1483,company
1484,place
1485,place
1486,drug
1487,person
1488,company
1489,movie
1490,movie
1491,company
1492,drug
1493,drug
1494,movie
1495,movie
1496,movie
1497,drug
1498,company
1499,person
1500,drug
1501,drug
1502,movie
1503,drug
1504,place
1505,person
1506,person
1507,company
1508,person
1509,place
1510,movie
1511,movie
1512,drug
1513,person
1514,movie
1515,drug
1516,company
1517,movie
1518,person
1519,drug
1520,movie
1521,movie
1522,place
1523,movie
1524,person
1525,drug
1526,drug
1527,person
1528,movie
1529,drug
1530,movie
1531,drug
1532,movie
1533,person
1534,company
1535,person
1536,place
1537,movie
1538,company
1539,movie
1540,drug
1541,drug
1542,company
1543,person
1544,drug
1545,movie
1546,company
1547,person
1548,place
1549,place
1550,place
1551,company
1552,place
1553,place
1554,drug
1555,movie
1556,movie
1557,drug
1558,movie
1559,movie
1560,company
1561,movie
1562,company
1563,company
1564,place
1565,company
1566,company
1567,drug
1568,drug
1569,person
1570,person
1571,movie
1572,movie
1573,company
1574,person
1575,place
1576,place
1577,drug
1578,drug
1579,movie
1580,place
1581,drug
1582,place
1583,drug
1584,place
1585,person
1586,person
1587,place
1588,movie
1589,movie
1590,movie
1591,drug
1592,movie
1593,company
1594,movie
1595,drug
1596,movie
1597,place
1598,drug
1599,company
1600,person
1601,person
1602,movie
1603,company
1604,company
1605,drug
1606,person
1607,person
1608,movie
1609,drug
1610,drug
1611,drug
1612,company
1613,movie
1614,company
1615,drug
1616,company
1617,drug
1618,person
1619,place
1620,person
1621,movie
1622,person
1623,person
1624,drug
1625,place
1626,place
1627,company
1628,company
1629,company
1630,movie
1631,drug
1632,place
1633,person
1634,place
1635,place
1636,movie
1637,person
1638,company
1639,movie
1640,drug
1641,movie
1642,company
1643,drug
1644,place
1645,company
1646,drug
1647,movie
1648,drug
1649,drug
1650,movie
1651,place
1652,movie
1653,movie
1654,drug
1655,person
1656,person
1657,place
1658,movie
1659,movie
1660,movie
1661,person
1662,movie
1663,movie
1664,person
1665,movie
1666,person
1667,place
1668,person
1669,company
1670,movie
1671,person
1672,place
1673,movie
1674,movie
1675,company
1676,movie
1677,drug
1678,person
1679,drug
1680,drug
1681,drug
1682,place
1683,drug
1684,person
1685,company
1686,drug
1687,person
1688,movie
1689,person
1690,company
1691,movie
1692,drug
1693,company
1694,place
1695,company
1696,drug
1697,drug
1698,company
1699,drug
1700,company
1701,company
1702,drug
1703,place
1704,drug
1705,person
1706,drug
1707,movie
1708,person
1709,drug
1710,place
1711,movie
1712,person
1713,person
1714,movie
1715,person
1716,person
1717,place
1718,movie
1719,person
1720,movie
1721,place
1722,place
1723,movie
1724,movie
1725,movie
1726,company
1727,company
1728,movie
1729,person
1730,movie
1731,drug
1732,movie
1733,movie
1734,drug
1735,movie
1736,movie
1737,place
1738,company
1739,movie
1740,movie
1741,company
1742,drug
1743,place
1744,drug
1745,person
1746,company
1747,place
1748,person
1749,movie
1750,drug
1751,person
1752,movie
1753,movie
1754,company
1755,place
1756,movie
1757,drug
1758,drug
1759,person
1760,place
1761,drug
1762,place
1763,place
1764,place
1765,person
1766,movie
1767,movie
1768,movie
1769,place
1770,company
1771,movie
1772,place
1773,person
1774,movie
1775,movie
1776,place
1777,place
1778,place
1779,movie
1780,drug
1781,person
1782,movie
1783,movie
1784,movie
1785,person
1786,person
1787,company
1788,company
1789,person
1790,place
1791,movie
1792,company
1793,company
1794,company
1795,person
1796,drug
1797,place
1798,person
1799,company
1800,movie
1801,drug
1802,movie
1803,drug
1804,company
1805,place
1806,movie
1807,drug
1808,movie
1809,drug
1810,drug
1811,drug
1812,company
1813,place
1814,movie
1815,drug
1816,movie
1817,company
1818,person
1819,company
1820,movie
1821,person
1822,drug
1823,company
1824,person
1825,company
1826,movie
1827,place
1828,place
1829,company
1830,movie
1831,drug
1832,place
1833,movie
1834,movie
1835,movie
1836,movie
1837,movie
1838,drug
1839,company
1840,movie
1841,movie
1842,company
1843,movie
1844,drug
1845,drug
1846,drug
1847,place
1848,person
1849,place
1850,movie
1851,company
1852,movie
1853,movie
1854,movie
1855,drug
1856,movie
1857,person
1858,drug
1859,person
1860,movie
1861,place
1862,company
1863,drug
1864,drug
1865,movie
1866,drug
1867,person
1868,movie
1869,company
1870,movie
1871,movie
1872,person
1873,company
1874,company
1875,place
1876,movie
1877,movie
1878,movie
1879,place
1880,drug
1881,movie
1882,movie
1883,place
1884,company
1885,movie
1886,movie
1887,person
1888,drug
1889,movie
1890,company
1891,drug
1892,drug
1893,movie
1894,place
1895,drug
1896,movie
1897,movie
1898,place
1899,person
1900,drug
1901,movie
1902,movie
1903,drug
1904,drug
1905,movie
1906,company
1907,drug
1908,place
1909,drug
1910,movie
1911,movie
1912,place
1913,person
1914,movie
1915,movie
1916,drug
1917,place
1918,movie
1919,person
1920,movie
1921,movie
1922,movie
1923,movie
1924,drug
1925,drug
1926,person
1927,movie
1928,place
1929,movie
1930,place
1931,person
1932,drug
1933,person
1934,drug
1935,movie
1936,movie
1937,person
1938,company
1939,drug
1940,drug
1941,drug
1942,company
1943,drug
1944,place
1945,drug
1946,place
1947,drug
1948,movie
1949,person
1950,place
1951,drug
1952,drug
1953,movie
1954,movie
1955,drug
1956,drug
1957,movie
1958,movie
1959,movie
1960,drug
1961,drug
1962,place
1963,drug
1964,movie
1965,company
1966,drug
1967,movie
1968,drug
1969,drug
1970,movie
1971,drug
1972,drug
1973,movie
1974,movie
1975,drug
1976,company
1977,person
1978,place
1979,movie
1980,drug
1981,drug
1982,drug
1983,movie
1984,company
1985,drug
1986,movie
1987,place
1988,movie
1989,drug
1990,drug
1991,drug
1992,drug
1993,company
1994,movie
1995,place
1996,person
1997,company
1998,drug
1999,drug
2000,person
2001,drug
2002,movie
2003,movie
2004,drug
2005,movie
2006,company
2007,place
2008,movie
2009,drug
2010,person
2011,place
2012,person
2013,person
2014,person
2015,drug
2016,company
2017,company
2018,drug
2019,company
2020,place
2021,movie
2022,movie
2023,person
2024,drug
2025,place
2026,drug
2027,movie
2028,movie
2029,movie
2030,place
2031,drug
2032,company
2033,company
2034,movie
2035,movie
2036,person
2037,movie
2038,person
2039,person
2040,place
2041,movie
2042,movie
2043,movie
2044,movie
2045,place
2046,drug
2047,drug
2048,movie
2049,drug
2050,movie
2051,drug
2052,place
2053,place
2054,person
2055,person
2056,place
2057,person
2058,drug
2059,movie
2060,movie
2061,company
2062,place
2063,place
2064,place
2065,company
2066,movie
2067,company
2068,place
2069,place
2070,drug
2071,movie
2072,place
2073,person
2074,company
2075,movie
2076,movie
2077,drug
2078,person
2079,movie
2080,drug
2081,drug
2082,movie
2083,movie
2084,company
2085,drug
2086,person
2087,drug
2088,person
2089,drug
2090,movie
2091,movie
2092,movie
2093,drug
2094,movie
2095,movie
2096,place
2097,movie
2098,person
2099,movie
2100,place
2101,movie
2102,drug
2103,movie
2104,company
2105,person
2106,drug
2107,drug
2108,place
2109,person
2110,movie
2111,place
2112,drug
2113,movie
2114,person
2115,drug
2116,drug
2117,drug
2118,drug
2119,movie
2120,person
2121,person
2122,company
2123,place
2124,movie
2125,movie
2126,movie
2127,company
2128,place
2129,drug
2130,drug
2131,movie
2132,drug
2133,company
2134,place
2135,movie
2136,person
2137,person
2138,person
2139,place
2140,company
2141,place
2142,place
2143,person
2144,movie
2145,person
2146,movie
2147,drug
2148,place
2149,drug
2150,place
2151,place
2152,place
2153,movie
2154,person
2155,person
2156,company
2157,drug
2158,person
2159,movie
2160,drug
2161,drug
2162,movie
2163,company
2164,place
2165,movie
2166,person
2167,drug
2168,company
2169,movie
2170,company
2171,movie
2172,movie
2173,movie
2174,movie
2175,movie
2176,drug
2177,movie
2178,drug
2179,movie
2180,drug
2181,movie
2182,company
2183,movie
2184,movie
2185,movie
2186,person
2187,company
2188,person
2189,drug
2190,person
2191,place
2192,drug
2193,drug
2194,movie
2195,movie
2196,drug
2197,person
2198,place
2199,movie
2200,company
2201,place
2202,drug
2203,movie
2204,drug
2205,movie
2206,drug
2207,movie
2208,place
2209,place
2210,person
2211,movie
2212,movie
2213,movie
2214,company
2215,movie
2216,drug
2217,person
2218,person
2219,company
2220,movie
2221,movie
2222,person
2223,person
2224,movie
2225,drug
2226,person
2227,company
2228,person
2229,movie
2230,drug
2231,movie
2232,place
2233,movie
2234,person
2235,drug
2236,drug
2237,company
2238,drug
2239,person
2240,person
2241,movie
2242,drug
2243,movie
2244,place
2245,drug
2246,drug
2247,drug
2248,company
2249,drug
2250,drug
2251,place
2252,person
2253,person
2254,company
2255,person
2256,place
2257,movie
2258,person
2259,drug
2260,place
2261,movie
2262,person
2263,place
2264,place
2265,person
2266,movie
2267,person
2268,company
2269,place
2270,movie
2271,movie
2272,drug
2273,place
2274,movie
2275,person
2276,person
2277,drug
2278,company
2279,movie
2280,place
2281,drug
2282,company
2283,person
2284,place
2285,movie
2286,person
2287,movie
2288,movie
2289,place
2290,drug
2291,person
2292,person
2293,person
2294,movie
2295,person
2296,drug
2297,place
2298,person
2299,person
2300,person
2301,movie
2302,movie
2303,person
2304,company
2305,drug
2306,drug
2307,person
2308,drug
2309,movie
2310,drug
2311,movie
2312,drug
2313,movie
2314,place
2315,movie
2316,person
2317,place
2318,place
2319,drug
2320,drug
2321,person
2322,person
2323,drug
2324,movie
2325,movie
2326,person
2327,person
2328,place
2329,place
2330,person
2331,person
2332,place
2333,movie
2334,movie
2335,person
2336,drug
2337,drug
2338,movie
2339,movie
2340,drug
2341,company
2342,movie
2343,company
2344,movie
2345,person
2346,person
2347,person
2348,drug
2349,movie
2350,place
2351,place
2352,place
2353,drug
2354,company
2355,movie
2356,company
2357,company
2358,person
2359,drug
2360,movie
2361,movie
2362,drug
2363,movie
2364,person
2365,movie
2366,drug
2367,movie
2368,drug
2369,person
2370,movie
2371,person
2372,drug
2373,person
2374,company
2375,person
2376,company
2377,movie
2378,movie
2379,place
2380,drug
2381,place
2382,drug
2383,drug
2384,drug
2385,place
2386,movie
2387,company
2388,movie
2389,place
2390,movie
2391,movie
2392,movie
2393,movie
2394,person
2395,drug
2396,company
2397,drug
2398,person
2399,company
2400,movie
2401,drug
2402,movie
2403,drug
2404,drug
2405,person
2406,place
2407,place
2408,drug
2409,person
2410,person
2411,drug
2412,person
2413,person
2414,drug
2415,drug
2416,movie
2417,drug
2418,movie
2419,place
2420,drug
2421,drug
2422,movie
2423,person
2424,movie
2425,person
2426,drug
2427,movie
2428,movie
2429,movie
2430,place
2431,movie
2432,person
2433,drug
2434,movie
2435,movie
2436,movie
2437,movie
2438,place
2439,person
2440,movie
2441,drug
2442,movie
2443,person
2444,person
2445,drug
2446,place
2447,movie
2448,company
2449,person
2450,drug
2451,place
2452,person
2453,movie
2454,movie
2455,movie
2456,company
2457,movie
2458,person
2459,place
2460,movie
2461,drug
2462,drug
2463,drug
2464,drug
2465,drug
2466,drug
2467,person
2468,place
2469,movie
2470,drug
2471,movie
2472,movie
2473,place
2474,drug
2475,person
2476,movie
2477,drug
2478,person
2479,movie
2480,place
2481,drug
2482,company
2483,company
2484,movie
2485,movie
2486,movie
2487,place
2488,place
2489,place
2490,drug
2491,person
2492,movie
2493,person
2494,place
2495,drug
2496,movie
2497,movie
2498,drug
2499,drug
2500,drug
2501,place
2502,company
2503,movie
2504,drug
2505,company
2506,person
2507,company
2508,drug
2509,movie
2510,drug
2511,person
2512,drug
2513,place
2514,person
2515,place
2516,company
2517,company
2518,place
2519,company
2520,place
2521,drug
2522,person
2523,movie
2524,movie
2525,person
2526,drug
2527,person
2528,person
2529,person
2530,movie
2531,place
2532,movie
2533,drug
2534,person
2535,drug
2536,movie
2537,person
2538,place
2539,drug
2540,company
2541,movie
2542,person
2543,place
2544,movie
2545,movie
2546,movie
2547,drug
2548,drug
2549,movie
2550,drug
2551,movie
2552,place
2553,person
2554,drug
2555,movie
2556,movie
2557,drug
2558,movie
2559,movie
2560,movie
2561,person
2562,place
2563,drug
2564,drug
2565,drug
2566,movie
2567,place
2568,drug
2569,place
2570,person
2571,place
2572,drug
2573,drug
2574,person
2575,movie
2576,movie
2577,drug
2578,place
2579,drug
2580,drug
2581,place
2582,drug
2583,person
2584,drug
2585,person
2586,movie
2587,person
2588,movie
2589,drug
2590,person
2591,place
2592,company
2593,drug
2594,movie
2595,movie
2596,person
2597,movie
2598,drug
2599,place
2600,movie
2601,drug
2602,drug
2603,movie
2604,person
2605,place
2606,movie
2607,movie
2608,movie
2609,movie
2610,person
2611,person
2612,person
2613,movie
2614,place
2615,movie
2616,movie
2617,drug
2618,drug
2619,person
2620,movie
2621,person
2622,drug
2623,movie
2624,place
2625,place
2626,drug
2627,person
2628,place
2629,drug
2630,person
2631,movie
2632,movie
2633,place
2634,company
2635,movie
2636,company
2637,drug
2638,movie
2639,place
2640,place
2641,person
2642,movie
2643,drug
2644,company
2645,movie
2646,person
2647,movie
2648,place
2649,place
2650,movie
2651,person
2652,drug
2653,movie
2654,drug
2655,movie
2656,drug
2657,place
2658,drug
2659,movie
2660,drug
2661,place
2662,place
2663,movie
2664,person
2665,place
2666,movie
2667,person
2668,movie
2669,place
2670,movie
2671,company
2672,drug
2673,movie
2674,place
2675,movie
2676,person
2677,place
2678,company
2679,place
2680,movie
2681,drug
2682,movie
2683,person
2684,drug
2685,company
2686,drug
2687,place
2688,company
2689,person
2690,movie
2691,place
2692,movie
2693,person
2694,person
2695,drug
2696,movie
2697,drug
2698,place
2699,company
2700,place
2701,place
2702,movie
